"","R0","Trig","Dur","Scenario","variable","Total incidence","Maximum incidence","Mean time","Max time","Median time"
"623","2.4",100,0.25,"PC_CI_SD","ILI",12081045.2,78286.2,332.548225314147,119,256
"624","2.4",100,0.25,"PC_CI_HQ_SD","ILI",9278382.9,73017.8,341.736094637784,117,311
"625","2.4",200,0.75,"NoInt","ILI",230187481.7,6161136.6,151.581267803148,151,151
"626","2.4",200,0.75,"CI_HQ_SD","ILI",76293343.1,642399.6,220.370703984788,223,206
"627","2.4",200,0.75,"PC_CI_SD","ILI",25144109.3,146502.9,353.746765641048,121,323
"628","2.4",200,0.75,"PC_CI_HQ_SD","ILI",19803835,131025.7,361.484886124329,120,347
"629","2.4",200,0.5,"NoInt","ILI",230187481.7,6161136.6,151.581267803148,151,151
"630","2.4",200,0.5,"CI_HQ_SD","ILI",75478077.6,642399.6,217.396785317701,223,205
"631","2.4",200,0.5,"PC_CI_SD","ILI",23075322.7,146502.9,342.947665251936,121,330
"632","2.4",200,0.5,"PC_CI_HQ_SD","ILI",17971402.9,131025.7,363.465405458135,120,366
"633","2.4",200,0.25,"NoInt","ILI",230187481.7,6161136.6,151.581267803148,151,151
"634","2.4",200,0.25,"CI_HQ_SD","ILI",74607228.9,642399.6,214.018721618811,223,205
"635","2.4",200,0.25,"PC_CI_SD","ILI",20929840.1,146502.9,339.943608933735,121,351
"636","2.4",200,0.25,"PC_CI_HQ_SD","ILI",16359669.9,131025.7,353.095857282548,120,314
"637","2.4",300,0.75,"NoInt","ILI",230187481.7,6161136.6,151.581267803148,151,151
"638","2.4",300,0.75,"CI_HQ_SD","ILI",79262335.1,641950.4,224.972107516171,184,204
"639","2.4",300,0.75,"PC_CI_SD","ILI",34411565.4,205999.2,357.400241757093,123,320
"640","2.4",300,0.75,"PC_CI_HQ_SD","ILI",27234321.3,177757.2,361.632725824528,121,341
"641","2.4",300,0.5,"NoInt","ILI",230187481.7,6161136.6,151.581267803148,151,151
"642","2.4",300,0.5,"CI_HQ_SD","ILI",78229346.5,641950.4,221.668739070957,184,203
"643","2.4",300,0.5,"PC_CI_SD","ILI",32190847.9,205999.2,355.73855769422,123,326
"644","2.4",300,0.5,"PC_CI_HQ_SD","ILI",24639916.2,177757.2,360.115857776334,121,360
"645","2.4",300,0.25,"NoInt","ILI",230187481.7,6161136.6,151.581267803148,151,151
"646","2.4",300,0.25,"CI_HQ_SD","ILI",76736662.8,641950.4,216.341649895153,184,201
"647","2.4",300,0.25,"PC_CI_SD","ILI",29181181.5,205999.2,349.541454224532,123,345
"648","2.4",300,0.25,"PC_CI_HQ_SD","ILI",22484897.9,177757.2,354.99866746115,121,315
"649","2.4",400,0.75,"NoInt","ILI",230187481.7,6161136.6,151.581267803148,151,151
"650","2.4",400,0.75,"CI_HQ_SD","ILI",81776127.9,656657.2,230.227719796452,183,203
"651","2.4",400,0.75,"PC_CI_SD","ILI",42107563.9,248519.4,357.885393920877,125,324
"652","2.4",400,0.75,"PC_CI_HQ_SD","ILI",33387017.3,208861.8,358.538205732442,123,335
"653","2.4",400,0.5,"NoInt","ILI",230187481.7,6161136.6,151.581267803148,151,151
"654","2.4",400,0.5,"CI_HQ_SD","ILI",80463186.6,656657.2,226.210495138407,183,202
"655","2.4",400,0.5,"PC_CI_SD","ILI",38843249,248519.4,347.580168543574,125,314
"656","2.4",400,0.5,"PC_CI_HQ_SD","ILI",30950695.3,208861.8,358.578212338254,123,354
"657","2.4",400,0.25,"NoInt","ILI",230187481.7,6161136.6,151.581267803148,151,151
"658","2.4",400,0.25,"CI_HQ_SD","ILI",78437224.2,656657.2,219.234477236893,183,200
"659","2.4",400,0.25,"PC_CI_SD","ILI",35324749.4,248519.4,343.462755846189,125,335
"660","2.4",400,0.25,"PC_CI_HQ_SD","ILI",26923824.1,208861.8,357.564016632392,123,331
"661","2.6",60,0.75,"NoInt","ILI",240778027.7,7064333.1,145.151756753093,144,145
"662","2.6",60,0.75,"CI_HQ_SD","ILI",89459909.2,907440.4,199.929180214281,184,197
"663","2.6",60,0.75,"PC_CI_SD","ILI",15119381.8,76466.6,297.406508770087,127,222
"664","2.6",60,0.75,"PC_CI_HQ_SD","ILI",10016351.6,67681.4,324.49488995574,116,276
"665","2.6",60,0.5,"NoInt","ILI",240778027.7,7064333.1,145.151756753093,144,145
"666","2.6",60,0.5,"CI_HQ_SD","ILI",89313292.2,907440.4,199.380067472196,184,197
"667","2.6",60,0.5,"PC_CI_SD","ILI",14324295.5,76466.6,279.781739192688,127,212
"668","2.6",60,0.5,"PC_CI_HQ_SD","ILI",9190904.1,67681.4,312.193437172302,116,218
"669","2.6",60,0.25,"NoInt","ILI",240778027.7,7064333.1,145.151756753093,144,145
"670","2.6",60,0.25,"CI_HQ_SD","ILI",89093164.6,907440.4,198.561739850916,184,197
"671","2.6",60,0.25,"PC_CI_SD","ILI",14173546.6,76466.6,282.076537441941,127,210
"672","2.6",60,0.25,"PC_CI_HQ_SD","ILI",8218134.7,67681.4,287.310484932791,116,186
"673","2.6",100,0.75,"NoInt","ILI",240778027.7,7064333.1,145.151756753093,144,145
"674","2.6",100,0.75,"CI_HQ_SD","ILI",90428776.8,926230,199.540011501073,184,194
"675","2.6",100,0.75,"PC_CI_SD","ILI",20454037.3,105976.8,318.037308370412,120,236
"676","2.6",100,0.75,"PC_CI_HQ_SD","ILI",14331265.1,95663.4,338.805253759488,116,310
"677","2.6",100,0.5,"NoInt","ILI",240778027.7,7064333.1,145.151756753093,144,145
"678","2.6",100,0.5,"CI_HQ_SD","ILI",90164876,926230,198.709625930168,184,194
"679","2.6",100,0.5,"PC_CI_SD","ILI",19425013,105976.8,311.58198722441,120,224
"680","2.6",100,0.5,"PC_CI_HQ_SD","ILI",13144334,95663.4,324.781762719967,116,310
"681","2.6",100,0.25,"NoInt","ILI",240778027.7,7064333.1,145.151756753093,144,145
"682","2.6",100,0.25,"CI_HQ_SD","ILI",89849267.2,926230,197.579370962304,184,194
"683","2.6",100,0.25,"PC_CI_SD","ILI",17468520.5,105976.8,279.624186644771,120,204
"684","2.6",100,0.25,"PC_CI_HQ_SD","ILI",11932371.5,95663.4,315.955621302941,116,224
"685","2.6",200,0.75,"NoInt","ILI",240778027.7,7064333.1,145.151756753093,144,145
"686","2.6",200,0.75,"CI_HQ_SD","ILI",92766698.5,949355.2,200.89365332,183,189
"687","2.6",200,0.75,"PC_CI_SD","ILI",32469114.8,183817,332.075514386983,121,273
"688","2.6",200,0.75,"PC_CI_HQ_SD","ILI",24569376.7,162528.9,351.254934200264,119,314
"689","2.6",200,0.5,"NoInt","ILI",240778027.7,7064333.1,145.151756753093,144,145
"690","2.6",200,0.5,"CI_HQ_SD","ILI",92336704,949355.2,199.66398782547,183,189
"691","2.6",200,0.5,"PC_CI_SD","ILI",30381187.3,183817,321.951444623101,121,241
"692","2.6",200,0.5,"PC_CI_HQ_SD","ILI",23258334,162528.9,347.128581251778,119,312
"693","2.6",200,0.25,"NoInt","ILI",240778027.7,7064333.1,145.151756753093,144,145
"694","2.6",200,0.25,"CI_HQ_SD","ILI",91561481,949355.2,196.924876493643,183,189
"695","2.6",200,0.25,"PC_CI_SD","ILI",28414905,183817,318.901630971492,121,221
"696","2.6",200,0.25,"PC_CI_HQ_SD","ILI",20796048.8,162528.9,334.035024071496,119,326
"697","2.6",300,0.75,"NoInt","ILI",240778027.7,7064333.1,145.151756753093,144,145
"698","2.6",300,0.75,"CI_HQ_SD","ILI",94921146.5,954420.3,204.0536478971,182,188
"699","2.6",300,0.75,"PC_CI_SD","ILI",42531012.4,248578.1,337.862994712066,123,334
"700","2.6",300,0.75,"PC_CI_HQ_SD","ILI",33161291.8,212130.3,353.893079237643,121,325
"701","2.6",300,0.5,"NoInt","ILI",240778027.7,7064333.1,145.151756753093,144,145
"702","2.6",300,0.5,"CI_HQ_SD","ILI",94362679.8,954420.3,202.520327188716,182,187
"703","2.6",300,0.5,"PC_CI_SD","ILI",40236403.7,248578.1,332.74207425004,123,290
"704","2.6",300,0.5,"PC_CI_HQ_SD","ILI",30168364.5,212130.3,344.385658155251,121,308
"705","2.6",300,0.25,"NoInt","ILI",240778027.7,7064333.1,145.151756753093,144,145
"706","2.6",300,0.25,"CI_HQ_SD","ILI",93177002.7,954420.3,198.54630653085,182,187
"707","2.6",300,0.25,"PC_CI_SD","ILI",36304426.2,248578.1,318.403656042359,123,229
"708","2.6",300,0.25,"PC_CI_HQ_SD","ILI",27012090,212130.3,328.772820692512,121,317
"709","2.6",400,0.75,"NoInt","ILI",240778027.7,7064333.1,145.151756753093,144,145
"710","2.6",400,0.75,"CI_HQ_SD","ILI",97099137.4,960190.3,207.505042490728,182,186
"711","2.6",400,0.75,"PC_CI_SD","ILI",50836511.7,306229.5,337.731736788305,124,321
"712","2.6",400,0.75,"PC_CI_HQ_SD","ILI",39921560,256816.6,351.944410383763,122,349
"713","2.6",400,0.5,"NoInt","ILI",240778027.7,7064333.1,145.151756753093,144,145
"714","2.6",400,0.5,"CI_HQ_SD","ILI",96320213.6,960190.3,205.143491258828,182,186
"715","2.6",400,0.5,"PC_CI_SD","ILI",47772769.5,306229.5,330.852374572925,124,332
"716","2.6",400,0.5,"PC_CI_HQ_SD","ILI",37605096.4,256816.6,350.290664743516,122,309
"717","2.6",400,0.25,"NoInt","ILI",240778027.7,7064333.1,145.151756753093,144,145
"718","2.6",400,0.25,"CI_HQ_SD","ILI",94863543.4,960190.3,200.444582129113,182,185
"719","2.6",400,0.25,"PC_CI_SD","ILI",44159454.5,306229.5,328.344266091421,124,256
"720","2.6",400,0.25,"PC_CI_HQ_SD","ILI",33923248.2,256816.6,341.860794043891,122,315
"721","2.0",60,0.75,"NoInt","SARI",13781472.6,333719.7,174.537351291472,174,174
"722","2.0",60,0.75,"CI_HQ_SD","SARI",2151702.1,11941,348.716890084366,247,335
"723","2.0",60,0.75,"PC_CI_SD","SARI",356106.8,2880.8,350.289308432189,124,329
"724","2.0",60,0.75,"PC_CI_HQ_SD","SARI",287177,2844.3,341.171585816413,122,308
"725","2.0",60,0.5,"NoInt","SARI",13781472.6,333719.7,174.537351291472,174,174
"726","2.0",60,0.5,"CI_HQ_SD","SARI",2151702.1,11941,348.716890084366,247,335
"727","2.0",60,0.5,"PC_CI_SD","SARI",317980.8,2880.8,345.853697141463,124,334
"728","2.0",60,0.5,"PC_CI_HQ_SD","SARI",267001,2844.3,334.815540765765,122,300
"729","2.0",60,0.25,"NoInt","SARI",13781472.6,333719.7,174.537351291472,174,174
"730","2.0",60,0.25,"CI_HQ_SD","SARI",2151702.1,11941,348.716890084366,247,335
"731","2.0",60,0.25,"PC_CI_SD","SARI",288039.1,2880.8,328.091245598254,124,289
"732","2.0",60,0.25,"PC_CI_HQ_SD","SARI",238619.3,2844.3,329.451188147815,122,272
"733","2.0",100,0.75,"NoInt","SARI",13781472.6,333719.7,174.537351291472,174,174
"734","2.0",100,0.75,"CI_HQ_SD","SARI",2122839.9,12409,336.815209710351,247,282
"735","2.0",100,0.75,"PC_CI_SD","SARI",539579.4,4042.5,362.909815867692,124,337
"736","2.0",100,0.75,"PC_CI_HQ_SD","SARI",429459.5,3953.9,354.845728875482,123,332
"737","2.0",100,0.5,"NoInt","SARI",13781472.6,333719.7,174.537351291472,174,174
"738","2.0",100,0.5,"CI_HQ_SD","SARI",2122464.3,12409,336.746456041687,247,282
"739","2.0",100,0.5,"PC_CI_SD","SARI",494939.8,4042.5,356.452102053623,124,353
"740","2.0",100,0.5,"PC_CI_HQ_SD","SARI",398990.3,3953.9,348.664838468504,123,325
"741","2.0",100,0.25,"NoInt","SARI",13781472.6,333719.7,174.537351291472,174,174
"742","2.0",100,0.25,"CI_HQ_SD","SARI",2122464.3,12409,336.746456041687,247,282
"743","2.0",100,0.25,"PC_CI_SD","SARI",427903.5,4042.5,351.264291131061,124,316
"744","2.0",100,0.25,"PC_CI_HQ_SD","SARI",342870.9,3953.9,344.01734588733,123,317
"745","2.0",200,0.75,"NoInt","SARI",13781472.6,333719.7,174.537351291472,174,174
"746","2.0",200,0.75,"CI_HQ_SD","SARI",2102014.5,12817.5,324.459728465241,246,257
"747","2.0",200,0.75,"PC_CI_SD","SARI",958104,6052.5,377.290911216319,127,359
"748","2.0",200,0.75,"PC_CI_HQ_SD","SARI",753467.3,5791.7,371.15299681884,126,366
"749","2.0",200,0.5,"NoInt","SARI",13781472.6,333719.7,174.537351291472,174,174
"750","2.0",200,0.5,"CI_HQ_SD","SARI",2080910.5,12817.5,320.541177864209,246,256
"751","2.0",200,0.5,"PC_CI_SD","SARI",860826.5,6052.5,368.332480703138,127,357
"752","2.0",200,0.5,"PC_CI_HQ_SD","SARI",703422.7,5791.7,369.498310048851,126,342
"753","2.0",200,0.25,"NoInt","SARI",13781472.6,333719.7,174.537351291472,174,174
"754","2.0",200,0.25,"CI_HQ_SD","SARI",2078441.7,12817.5,320.062050573754,246,256
"755","2.0",200,0.25,"PC_CI_SD","SARI",699115.1,6052.5,363.477200249287,127,386
"756","2.0",200,0.25,"PC_CI_HQ_SD","SARI",612760.1,5791.7,368.491931181551,126,364
"757","2.0",300,0.75,"NoInt","SARI",13781472.6,333719.7,174.537351291472,174,174
"758","2.0",300,0.75,"CI_HQ_SD","SARI",2124536.2,13232.9,317.334354058076,246,250
"759","2.0",300,0.75,"PC_CI_SD","SARI",1321895,7781.6,379.709219264768,130,371
"760","2.0",300,0.75,"PC_CI_HQ_SD","SARI",1063970.8,7175.2,380.009045642982,129,373
"761","2.0",300,0.5,"NoInt","SARI",13781472.6,333719.7,174.537351291472,174,174
"762","2.0",300,0.5,"CI_HQ_SD","SARI",2094079.4,13232.9,312.733508194579,246,249
"763","2.0",300,0.5,"PC_CI_SD","SARI",1208289.4,7781.6,375.160597535657,130,357
"764","2.0",300,0.5,"PC_CI_HQ_SD","SARI",972971.8,7175.2,374.677572052962,129,349
"765","2.0",300,0.25,"NoInt","SARI",13781472.6,333719.7,174.537351291472,174,174
"766","2.0",300,0.25,"CI_HQ_SD","SARI",2047983.3,13232.9,303.831720356313,246,247
"767","2.0",300,0.25,"PC_CI_SD","SARI",980835.9,7781.6,370.135942312063,130,384
"768","2.0",300,0.25,"PC_CI_HQ_SD","SARI",847378.2,7175.2,377.476591562068,129,366
"769","2.0",400,0.75,"NoInt","SARI",13781472.6,333719.7,174.537351291472,174,174
"770","2.0",400,0.75,"CI_HQ_SD","SARI",2442050.6,13377.2,326.597705387431,246,258
"771","2.0",400,0.75,"PC_CI_SD","SARI",1686550.2,9481.7,384.691447725659,132,381
"772","2.0",400,0.75,"PC_CI_HQ_SD","SARI",1328041.1,8370.3,381.683998334088,131,375
"773","2.0",400,0.5,"NoInt","SARI",13781472.6,333719.7,174.537351291472,174,174
"774","2.0",400,0.5,"CI_HQ_SD","SARI",2129249,13377.2,310.397911798949,246,245
"775","2.0",400,0.5,"PC_CI_SD","SARI",1529297.5,9481.7,381.325943186332,132,357
"776","2.0",400,0.5,"PC_CI_HQ_SD","SARI",1226188.3,8370.3,378.731846813414,131,358
"777","2.0",400,0.25,"NoInt","SARI",13781472.6,333719.7,174.537351291472,174,174
"778","2.0",400,0.25,"CI_HQ_SD","SARI",2043610.2,13377.2,294.839842696029,246,242
"779","2.0",400,0.25,"PC_CI_SD","SARI",1248289.9,9481.7,374.230343448265,132,384
"780","2.0",400,0.25,"PC_CI_HQ_SD","SARI",1073053.9,8370.3,383.518287012423,131,371
"781","2.2",60,0.75,"NoInt","SARI",15321083,393718.1,164.373052590342,164,164
"782","2.2",60,0.75,"CI_HQ_SD","SARI",2768600.9,26392.9,260.648892767462,246,238
"783","2.2",60,0.75,"PC_CI_SD","SARI",456128.9,3278.4,346.097591930702,122,309
"784","2.2",60,0.75,"PC_CI_HQ_SD","SARI",359126.9,3166.6,336.755693600229,121,311
"785","2.2",60,0.5,"NoInt","SARI",15321083,393718.1,164.373052590342,164,164
"786","2.2",60,0.5,"CI_HQ_SD","SARI",2762132.6,26392.9,259.648791553309,246,238
"787","2.2",60,0.5,"PC_CI_SD","SARI",432312.4,3278.4,340.204969832001,122,311
"788","2.2",60,0.5,"PC_CI_HQ_SD","SARI",331287.8,3166.6,331.174711232952,121,281
"789","2.2",60,0.25,"NoInt","SARI",15321083,393718.1,164.373052590342,164,164
"790","2.2",60,0.25,"CI_HQ_SD","SARI",2756985.8,26392.9,258.798386339168,246,237
"791","2.2",60,0.25,"PC_CI_SD","SARI",388603.6,3278.4,332.703825955292,122,288
"792","2.2",60,0.25,"PC_CI_HQ_SD","SARI",294032.3,3166.6,317.302667087936,121,273
"793","2.2",100,0.75,"NoInt","SARI",15321083,393718.1,164.373052590342,164,164
"794","2.2",100,0.75,"CI_HQ_SD","SARI",2800678.8,25866.1,253.742549913257,246,232
"795","2.2",100,0.75,"PC_CI_SD","SARI",702020.2,4857,361.050818480722,122,348
"796","2.2",100,0.75,"PC_CI_HQ_SD","SARI",550774.1,4680.9,347.864491812524,121,323
"797","2.2",100,0.5,"NoInt","SARI",15321083,393718.1,164.373052590342,164,164
"798","2.2",100,0.5,"CI_HQ_SD","SARI",2781897.5,25866.1,251.060226518051,246,232
"799","2.2",100,0.5,"PC_CI_SD","SARI",645407.1,4857,349.380924690788,122,311
"800","2.2",100,0.5,"PC_CI_HQ_SD","SARI",502190.1,4680.9,342.817641168155,121,335
"801","2.2",100,0.25,"NoInt","SARI",15321083,393718.1,164.373052590342,164,164
"802","2.2",100,0.25,"CI_HQ_SD","SARI",2766409.9,25866.1,248.712197277779,246,232
"803","2.2",100,0.25,"PC_CI_SD","SARI",579902.4,4857,337.845076516324,122,325
"804","2.2",100,0.25,"PC_CI_HQ_SD","SARI",432405.4,4680.9,328.977861516068,121,289
"805","2.2",200,0.75,"NoInt","SARI",15321083,393718.1,164.373052590342,164,164
"806","2.2",200,0.75,"CI_HQ_SD","SARI",2937532.2,25016.7,256.030793398622,245,228
"807","2.2",200,0.75,"PC_CI_SD","SARI",1190494.9,7708.3,367.30966340133,125,367
"808","2.2",200,0.75,"PC_CI_HQ_SD","SARI",981666.6,7240.3,369.632390365527,124,346
"809","2.2",200,0.5,"NoInt","SARI",15321083,393718.1,164.373052590342,164,164
"810","2.2",200,0.5,"CI_HQ_SD","SARI",2877005,25016.7,249.091634182075,245,226
"811","2.2",200,0.5,"PC_CI_SD","SARI",1114603.8,7708.3,361.224306968987,125,340
"812","2.2",200,0.5,"PC_CI_HQ_SD","SARI",901336.7,7240.3,361.48050434427,124,347
"813","2.2",200,0.25,"NoInt","SARI",15321083,393718.1,164.373052590342,164,164
"814","2.2",200,0.25,"CI_HQ_SD","SARI",2830306,25016.7,243.226935780089,245,225
"815","2.2",200,0.25,"PC_CI_SD","SARI",981450.6,7708.3,348.796098754232,125,321
"816","2.2",200,0.25,"PC_CI_HQ_SD","SARI",737290.9,7240.3,349.829652854796,124,365
"817","2.2",300,0.75,"NoInt","SARI",15321083,393718.1,164.373052590342,164,164
"818","2.2",300,0.75,"CI_HQ_SD","SARI",3141020.8,24320.3,265.469063019258,245,227
"819","2.2",300,0.75,"PC_CI_SD","SARI",1679079.4,10410.8,373.202558616347,127,366
"820","2.2",300,0.75,"PC_CI_HQ_SD","SARI",1365026,9359.3,374.085835361378,126,362
"821","2.2",300,0.5,"NoInt","SARI",15321083,393718.1,164.373052590342,164,164
"822","2.2",300,0.5,"CI_HQ_SD","SARI",3027197.2,24320.3,255.767741460649,245,224
"823","2.2",300,0.5,"PC_CI_SD","SARI",1526904.5,10410.8,376.784217742498,127,381
"824","2.2",300,0.5,"PC_CI_HQ_SD","SARI",1247442.9,9359.3,372.945099611373,126,349
"825","2.2",300,0.25,"NoInt","SARI",15321083,393718.1,164.373052590342,164,164
"826","2.2",300,0.25,"CI_HQ_SD","SARI",2913712.4,24320.3,242.963238169972,245,222
"827","2.2",300,0.25,"PC_CI_SD","SARI",1395935.5,10410.8,366.929634069769,127,329
"828","2.2",300,0.25,"PC_CI_HQ_SD","SARI",1051914,9359.3,364.969871491396,126,373
"829","2.2",400,0.75,"NoInt","SARI",15321083,393718.1,164.373052590342,164,164
"830","2.2",400,0.75,"CI_HQ_SD","SARI",3352722.6,23775.6,273.748433258391,244,228
"831","2.2",400,0.75,"PC_CI_SD","SARI",2126522.4,12485.3,375.207166169517,129,359
"832","2.2",400,0.75,"PC_CI_HQ_SD","SARI",1697098.6,10934,377.791221971428,128,372
"833","2.2",400,0.5,"NoInt","SARI",15321083,393718.1,164.373052590342,164,164
"834","2.2",400,0.5,"CI_HQ_SD","SARI",3193648.8,23775.6,263.879308614022,244,225
"835","2.2",400,0.5,"PC_CI_SD","SARI",1887844.6,12485.3,378.673490815928,129,381
"836","2.2",400,0.5,"PC_CI_HQ_SD","SARI",1568565.7,10934,376.787840828089,128,350
"837","2.2",400,0.25,"NoInt","SARI",15321083,393718.1,164.373052590342,164,164
"838","2.2",400,0.25,"CI_HQ_SD","SARI",3049665.4,23775.6,251.858000126834,244,221
"839","2.2",400,0.25,"PC_CI_SD","SARI",1743887.9,12485.3,369.15357196985,129,325
"840","2.2",400,0.25,"PC_CI_HQ_SD","SARI",1311880.5,10934,370.174890319659,128,376
"841","2.4",60,0.75,"NoInt","SARI",16600849.2,459250.4,154.803151323126,152,154
"842","2.4",60,0.75,"CI_HQ_SD","SARI",3758017.1,36677.5,222.695339837597,236,219
"843","2.4",60,0.75,"PC_CI_SD","SARI",599732.2,3570.8,333.408890834943,123,267
"844","2.4",60,0.75,"PC_CI_HQ_SD","SARI",448952.3,3269.2,340.278220425644,117,300
"845","2.4",60,0.5,"NoInt","SARI",16600849.2,459250.4,154.803151323126,152,154
"846","2.4",60,0.5,"CI_HQ_SD","SARI",3742412.5,36677.5,221.228229571166,236,219
"847","2.4",60,0.5,"PC_CI_SD","SARI",565838.3,3570.8,318.975945424691,123,239
"848","2.4",60,0.5,"PC_CI_HQ_SD","SARI",430134.7,3269.2,333.794875419258,117,296
"849","2.4",60,0.25,"NoInt","SARI",16600849.2,459250.4,154.803151323126,152,154
"850","2.4",60,0.25,"CI_HQ_SD","SARI",3727898.9,36677.5,219.798481015673,236,219
"851","2.4",60,0.25,"PC_CI_SD","SARI",540852.8,3570.8,324.065560721882,123,223
"852","2.4",60,0.25,"PC_CI_HQ_SD","SARI",373183.3,3269.2,305.538340006104,117,237
"853","2.4",100,0.75,"NoInt","SARI",16600849.2,459250.4,154.803151323126,152,154
"854","2.4",100,0.75,"CI_HQ_SD","SARI",3838112.2,34970.7,223.386382633629,233,216
"855","2.4",100,0.75,"PC_CI_SD","SARI",878227.1,5055.6,344.028139304743,123,332
"856","2.4",100,0.75,"PC_CI_HQ_SD","SARI",663622.8,4728.5,351.039831814097,118,342
"857","2.4",100,0.5,"NoInt","SARI",16600849.2,459250.4,154.803151323126,152,154
"858","2.4",100,0.5,"CI_HQ_SD","SARI",3813737.7,34970.7,221.363801186432,233,215
"859","2.4",100,0.5,"PC_CI_SD","SARI",850658,5055.6,350.201207183145,123,351
"860","2.4",100,0.5,"PC_CI_HQ_SD","SARI",624509.1,4728.5,348.040380356347,118,315
"861","2.4",100,0.25,"NoInt","SARI",16600849.2,459250.4,154.803151323126,152,154
"862","2.4",100,0.25,"CI_HQ_SD","SARI",3783484.2,34970.7,218.556380994005,233,215
"863","2.4",100,0.25,"PC_CI_SD","SARI",754069.6,5055.6,333.16381047585,123,253
"864","2.4",100,0.25,"PC_CI_HQ_SD","SARI",566047.2,4728.5,338.75973187395,118,310
"865","2.4",200,0.75,"NoInt","SARI",16600849.2,459250.4,154.803151323126,152,154
"866","2.4",200,0.75,"CI_HQ_SD","SARI",4044369,33169.5,227.436284201565,190,211
"867","2.4",200,0.75,"PC_CI_SD","SARI",1563417.9,9285.9,355.508197136543,123,325
"868","2.4",200,0.75,"PC_CI_HQ_SD","SARI",1206195.6,8328.5,360.922729364955,121,347
"869","2.4",200,0.5,"NoInt","SARI",16600849.2,459250.4,154.803151323126,152,154
"870","2.4",200,0.5,"CI_HQ_SD","SARI",3992862.3,33169.5,223.972639978093,190,210
"871","2.4",200,0.5,"PC_CI_SD","SARI",1426678.5,9285.9,342.571430003326,123,331
"872","2.4",200,0.5,"PC_CI_HQ_SD","SARI",1099553.9,8328.5,363.346121731731,121,365
"873","2.4",200,0.25,"NoInt","SARI",16600849.2,459250.4,154.803151323126,152,154
"874","2.4",200,0.25,"CI_HQ_SD","SARI",3938294,33169.5,220.052731030238,190,209
"875","2.4",200,0.25,"PC_CI_SD","SARI",1294973.7,9285.9,339.175929132769,123,351
"876","2.4",200,0.25,"PC_CI_HQ_SD","SARI",998139,8328.5,353.235832484253,121,315
"877","2.4",300,0.75,"NoInt","SARI",16600849.2,459250.4,154.803151323126,152,154
"878","2.4",300,0.75,"CI_HQ_SD","SARI",4241465.4,34607.7,233.440209225802,190,209
"879","2.4",300,0.75,"PC_CI_SD","SARI",2130665.8,13068.3,357.545412471538,124,320
"880","2.4",300,0.75,"PC_CI_HQ_SD","SARI",1662729.8,11248.2,363.231178270817,123,343
"881","2.4",300,0.5,"NoInt","SARI",16600849.2,459250.4,154.803151323126,152,154
"882","2.4",300,0.5,"CI_HQ_SD","SARI",4175078.4,34607.7,229.560750452015,190,207
"883","2.4",300,0.5,"PC_CI_SD","SARI",1999970.7,13068.3,357.071867402857,124,327
"884","2.4",300,0.5,"PC_CI_HQ_SD","SARI",1508366.1,11248.2,361.068295488741,123,361
"885","2.4",300,0.25,"NoInt","SARI",16600849.2,459250.4,154.803151323126,152,154
"886","2.4",300,0.25,"CI_HQ_SD","SARI",4078472.4,34607.7,223.202369029149,190,206
"887","2.4",300,0.25,"PC_CI_SD","SARI",1814665.9,13068.3,351.109983385922,124,348
"888","2.4",300,0.25,"PC_CI_HQ_SD","SARI",1372375,11248.2,356.16832942891,123,315
"889","2.4",400,0.75,"NoInt","SARI",16600849.2,459250.4,154.803151323126,152,154
"890","2.4",400,0.75,"CI_HQ_SD","SARI",4411675.9,35198.2,240.041000087971,189,208
"891","2.4",400,0.75,"PC_CI_SD","SARI",2616250.2,15725.2,359.823881064586,126,325
"892","2.4",400,0.75,"PC_CI_HQ_SD","SARI",2030944.2,13225.8,359.560415298461,125,337
"893","2.4",400,0.5,"NoInt","SARI",16600849.2,459250.4,154.803151323126,152,154
"894","2.4",400,0.5,"CI_HQ_SD","SARI",4324330.3,35198.2,235.14664483423,189,206
"895","2.4",400,0.5,"PC_CI_SD","SARI",2415130.4,15725.2,349.564705036217,126,316
"896","2.4",400,0.5,"PC_CI_HQ_SD","SARI",1892160.7,13225.8,359.819892676135,125,356
"897","2.4",400,0.25,"NoInt","SARI",16600849.2,459250.4,154.803151323126,152,154
"898","2.4",400,0.25,"CI_HQ_SD","SARI",4192430.8,35198.2,226.859063410182,189,204
"899","2.4",400,0.25,"PC_CI_SD","SARI",2194641.6,15725.2,345.584466183453,126,338
"900","2.4",400,0.25,"PC_CI_HQ_SD","SARI",1647621.4,13225.8,359.088585096066,125,329
"901","2.6",60,0.75,"NoInt","SARI",17657533.2,552612.9,148.387004307034,147,148
"902","2.6",60,0.75,"CI_HQ_SD","SARI",4814208.7,50418.4,205.18168163337,190,202
"903","2.6",60,0.75,"PC_CI_SD","SARI",955266.3,4974.2,298.173925009183,126,223
"904","2.6",60,0.75,"PC_CI_HQ_SD","SARI",622366.9,4374.1,323.197888576658,120,261
"905","2.6",60,0.5,"NoInt","SARI",17657533.2,552612.9,148.387004307034,147,148
"906","2.6",60,0.5,"CI_HQ_SD","SARI",4804696.7,50418.4,204.526306915481,190,202
"907","2.6",60,0.5,"PC_CI_SD","SARI",905460.8,4974.2,280.532775024606,126,214
"908","2.6",60,0.5,"PC_CI_HQ_SD","SARI",573040.9,4374.1,311.707882631065,120,214
